Country Name,Country Code,Contestant Code,Contestant,P1,P2,P3,P4,P5,P6,Total,Award,Extra Awards,Rank
Israel,ISR,34635,Yotam Budnik,7,6,2,1,0,0,16,Bronze medal,,283
Israel,ISR,34634,Hayim David Shamir,7,2,0,7,0,0,16,Bronze medal,,283
Lithuania,LTU,34145,Rugilė Dzindzalietaitė,7,2,0,7,0,0,16,Bronze medal,,283
Lithuania,LTU,34255,Augustas Kurlavičius,7,0,0,2,7,0,16,Bronze medal,,283
Luxembourg,LUX,34403,Khalid Khan,7,2,0,7,0,0,16,Bronze medal,,283
Malaysia,MAS,34267,Daryl Lee Ker Ru,7,2,0,7,0,0,16,Bronze medal,,283
Malaysia,MAS,31803,Leia Mayssa Masyerin,7,1,0,7,1,0,16,Bronze medal,,283
Netherlands,NLD,34662,Felix Hamoen,7,2,0,7,0,0,16,Bronze medal,,283
Netherlands,NLD,34663,Naïm Hofstede,7,1,0,7,1,0,16,Bronze medal,,283
New Zealand,NZL,33327,Dawn Chen,7,2,0,7,0,0,16,Bronze medal,,283
New Zealand,NZL,33331,Haotian Wang,7,1,0,7,1,0,16,Bronze medal,,283
Nicaragua,NIC,30977,Isaac Dahir Rodríguez Gutiérrez,7,1,0,7,1,0,16,Bronze medal,,283
North Macedonia,MKD,31770,Aleksij Tasikj,7,2,0,6,1,0,16,Bronze medal,,283
Pakistan,PAK,33991,Muhammad Ahmad Bhatti,2,0,0,7,7,0,16,Bronze medal,,283
Peru,PER,33825,Jordan Juarez,7,2,0,7,0,0,16,Bronze medal,,283
Philippines,PHI,32029,Filbert Ephraim Wu,7,2,0,7,0,0,16,Bronze medal,,283
Portugal,POR,33599,Tomás Faria,7,7,0,2,0,0,16,Bronze medal,,283
Republic of Moldova,MDA,33829,Alin Popescu,7,0,1,7,1,0,16,Bronze medal,,283
Saudi Arabia,SAU,34212,Ahmed Alshehri,7,2,0,7,0,0,16,Bronze medal,,283
Serbia,SRB,34526,Strahinja Svrzić,7,2,0,7,0,0,16,Bronze medal,,283
Slovakia,SVK,34368,Martin Cigler,7,2,0,0,7,0,16,Bronze medal,,283
Slovakia,SVK,31611,Eliška Macáková,7,1,0,7,1,0,16,Bronze medal,,283
Spain,ESP,31823,Javier Badesa Pérez,7,0,1,0,7,1,16,Bronze medal,,283
Sri Lanka,LKA,33434,Batugahage Don Lasitha Vishwajith Jayasinghe,7,1,0,7,1,0,16,Bronze medal,,283
Sri Lanka,LKA,31797,Thirukkumaran Theiventhiran,7,2,0,7,0,0,16,Bronze medal,,283
Sweden,SWE,33200,Jiachen Mi,7,2,0,7,0,0,16,Bronze medal,,283
Syria,SYR,33953,Mahmoud Mohamad Asad,7,2,0,7,0,0,16,Bronze medal,,283
Turkmenistan,TKM,33800,Selim Halykov,7,2,0,7,0,0,16,Bronze medal,,283
Ukraine,UKR,34476,Oles Hordiichuk,7,2,0,0,7,0,16,Bronze medal,,283
Ukraine,UKR,34479,Pavlo Protsenko,7,2,0,7,0,0,16,Bronze medal,,283
Australia,AUS,34176,Alex Qiu,7,1,0,7,0,0,15,Honourable mention,,327
Bangladesh,BGD,33464,Jitendra Barua,7,1,0,7,0,0,15,Honourable mention,,327
Bulgaria,BGR,34613,Victor Kostadinov,7,0,0,7,1,0,15,Honourable mention,,327
Colombia,COL,33277,Felipe Caicedo,7,1,0,7,0,0,15,Honourable mention,,327
Colombia,COL,32128,Mateo Lizcano,7,1,0,7,0,0,15,Honourable mention,,327
Costa Rica,CRI,34138,Luiscarlos De Jesus Hernandez Hernandez,7,0,0,7,1,0,15,Honourable mention,,327
Costa Rica,CRI,31734,Gabriel Najmias Lang,7,1,0,7,0,0,15,Honourable mention,,327
Croatia,HRV,34645,Emil Missoni,7,1,0,7,0,0,15,Honourable mention,,327
Cuba,CUB,34673,Marcel Gámez Salvó,7,0,0,7,0,1,15,Honourable mention,,327
Czech Republic,CZE,34236,Anastasia Bredichina,7,0,0,7,1,0,15,Honourable mention,,327
Denmark,DEN,34205,Thor Julius Lanzky Mortensen,7,1,0,7,0,0,15,Honourable mention,,327
Denmark,DEN,33360,Andreas Arnfred Nielsen,7,0,1,0,7,0,15,Honourable mention,,327
Estonia,EST,32078,Bronislav Shatil,1,7,0,7,0,0,15,Honourable mention,,327
Georgia,GEO,34534,Luka Tsulaia,7,1,0,7,0,0,15,Honourable mention,,327
India,IND,33406,Siddharth Choppara,7,1,0,7,0,0,15,Honourable mention,,327
Ireland,IRL,33657,Owen Barron,7,1,0,7,0,0,15,Honourable mention,,327
Islamic Republic of Iran,IRN,34249,Parnia Dabbagh,5,1,1,7,0,1,15,Honourable mention,,327
Latvia,LVA,34303,Chuhan Li,7,1,0,7,0,0,15,Honourable mention,,327
Luxembourg,LUX,34413,Jos Winkin,7,0,0,1,7,0,15,Honourable mention,,327
Mexico,MEX,34387,Emiliano Hernández Barranco,6,1,0,7,1,0,15,Honourable mention,,327
Peru,PER,34689,Josue Bautista,7,7,0,0,1,0,15,Honourable mention,,327
Serbia,SRB,34527,Stevan Radivojević,7,1,0,7,0,0,15,Honourable mention,,327
Slovenia,SVN,34627,Žiga Oštir,6,1,0,7,1,0,15,Honourable mention,,327
South Africa,SAF,33532,Yian Xu,7,1,0,7,0,0,15,Honourable mention,,327
Spain,ESP,34316,Dan Manuel Vancea,7,2,0,0,6,0,15,Honourable mention,,327
Sri Lanka,LKA,34471,Praveen Charuka Athauda Arachchi,7,1,0,0,7,0,15,Honourable mention,,327
Sweden,SWE,34057,Mingdao Zou Zhong,7,1,0,7,0,0,15,Honourable mention,,327
Switzerland,SUI,34491,Eric Lüscher,7,1,0,7,0,0,15,Honourable mention,,327
Switzerland,SUI,33720,Hongjia Meng,7,1,0,7,0,0,15,Honourable mention,,327
Switzerland,SUI,34490,Louis Renner,7,1,0,7,0,0,15,Honourable mention,,327
Tajikistan,TJK,31708,Azamat Dushanov,6,2,0,7,0,0,15,Honourable mention,,327
Tajikistan,TJK,33562,Eraj Sabirov,7,2,0,5,1,0,15,Honourable mention,,327
Thailand,THA,34284,Kiattipoom Sicharoen,7,1,0,7,0,0,15,Honourable mention,,327
Trinidad and Tobago,TTO,34683,Liam Anthony Pinto,7,1,0,0,7,0,15,Honourable mention,,327
Tunisia,TUN,34598,Mohamed Karim Boualleg,7,1,0,7,0,0,15,Honourable mention,,327
Tunisia,TUN,33729,Oussema Soussi,7,1,0,7,0,0,15,Honourable mention,,327
Turkmenistan,TKM,34344,Arman Ahmetov,6,0,0,7,2,0,15,Honourable mention,,327
Ukraine,UKR,34481,Mykhailo Sydorenko,5,2,0,7,1,0,15,Honourable mention,,327
Uruguay,URY,33336,Tobías Joaquín Rodríguez Albera,7,1,0,7,0,0,15,Honourable mention,,327
Albania,ALB,33517,Ted Qamo,7,0,0,7,0,0,14,Honourable mention,,366
Algeria,ALG,34483,Abdelilah Hammadi,7,0,0,7,0,0,14,Honourable mention,,366
Algeria,ALG,33714,Ahmed Adnane Meddah,6,1,0,7,0,0,14,Honourable mention,,366
Chile,CHI,34532,Martin Ruiz-Tagle,7,0,0,0,7,0,14,Honourable mention,,366
Cuba,CUB,34672,Ián David Lorenzo García,7,0,0,7,0,0,14,Honourable mention,,366
Cuba,CUB,34680,Ailema Matos Rodríguez,7,0,0,7,0,0,14,Honourable mention,,366
Cuba,CUB,34130,Ricardo Miguel Molano Dominguez,7,0,0,7,0,0,14,Honourable mention,,366
Denmark,DEN,34203,Holger Endel Rønn,7,1,0,6,0,0,14,Honourable mention,,366
Dominican Republic,DOM,33945,Emil Alejandro Peralta Cabrera,7,0,0,7,0,0,14,Honourable mention,,366
Dominican Republic,DOM,33342,Gianmarco Sangiovanni Castellanos,7,0,0,0,7,0,14,Honourable mention,,366
France,FRA,34614,Erik Desurmont,4,2,0,7,1,0,14,Honourable mention,,366
Indonesia,IDN,31898,Maulana Satya Adigama,7,0,0,7,0,0,14,Honourable mention,,366
Indonesia,IDN,34573,Timothy William Koesasih,7,0,0,7,0,0,14,Honourable mention,,366
Iraq,IRQ,33053,Yousif Wameedh Ghassan Algharani,7,0,0,7,0,0,14,Honourable mention,,366
Ireland,IRL,34473,Zongwen Wu,7,0,0,0,7,0,14,Honourable mention,,366
Ireland,IRL,33659,Tianci Yan,6,0,0,7,1,0,14,Honourable mention,,366
Japan,JPN,33072,Naoto Wakasugi,7,7,0,0,0,0,14,Honourable mention,,366
Latvia,LVA,34375,Nikita Baranovs,7,0,0,7,0,0,14,Honourable mention,,366
Liechtenstein,LIE,33705,Leonhard Hasler,7,0,0,7,0,0,14,Honourable mention,,366
Lithuania,LTU,34256,Jovilė Navickaitė,7,0,0,7,0,0,14,Honourable mention,,366
Lithuania,LTU,34257,Laurynas Truskauskas,7,0,0,7,0,0,14,Honourable mention,,366
Luxembourg,LUX,31745,Louise Bernier,7,0,0,7,0,0,14,Honourable mention,,366
Macau,MAC,33664,Song Pok Hong,7,0,0,7,0,0,14,Honourable mention,,366
Macau,MAC,34306,Cheng Long Leong,7,0,0,7,0,0,14,Honourable mention,,366
North Macedonia,MKD,33607,Branko Jangelovski,7,0,0,7,0,0,14,Honourable mention,,366
Norway,NOR,34520,Magnus Flydal Jenstad,7,0,0,7,0,0,14,Honourable mention,,366
Portugal,POR,34531,Miguel Sousa Domingos,7,2,0,0,5,0,14,Honourable mention,,366
Portugal,POR,33600,Xingyu Zhu,7,0,0,7,0,0,14,Honourable mention,,366
Rwanda,RWA,33180,Believer Gall Hirwa,7,0,0,7,0,0,14,Honourable mention,,366
Slovenia,SVN,34624,Nives Gošnjak,7,0,0,7,0,0,14,Honourable mention,,366
Syria,SYR,33951,Shafik Bara,7,0,0,7,0,0,14,Honourable mention,,366
Syria,SYR,33955,Mohamad Mouzahem,7,0,0,7,0,0,14,Honourable mention,,366
Thailand,THA,34279,Siravit Hengsuvanich,7,7,0,0,0,0,14,Honourable mention,,366
Uruguay,URY,34331,Florencia Sapriza Marques,7,0,0,7,0,0,14,Honourable mention,,366
Armenia,ARM,34232,Mikayel Galstyan,3,3,0,7,0,0,13,Honourable mention,,400
Canada,CAN,34593,Xuezhi Wang,2,2,2,7,0,0,13,Honourable mention,,400
Colombia,COL,34652,Matias Bohorquez,7,0,0,0,6,0,13,Honourable mention,,400
Estonia,EST,34599,Aleksei Jemeljanov,6,0,0,0,7,0,13,Honourable mention,,400
Finland,FIN,34637,Albert Henriksson,7,0,0,0,6,0,13,Honourable mention,,400
Finland,FIN,33698,Siiri Roschier,6,0,0,7,0,0,13,Honourable mention,,400
Kyrgyzstan,KGZ,33910,Nursultan Eshperov,1,5,0,7,0,0,13,Honourable mention,,400
North Macedonia,MKD,34410,Ivano Bozhinovski,6,0,0,7,0,0,13,Honourable mention,,400
Portugal,POR,34461,Rafael Soares Marques,7,0,0,0,6,0,13,Honourable mention,,400
Republic of Moldova,MDA,34423,Mihai Eșanu,7,0,0,1,5,0,13,Honourable mention,,400
Saudi Arabia,SAU,34213,Mohammad Alghamdi,6,0,0,7,0,0,13,Honourable mention,,400
Sweden,SWE,34111,Jacob Brzezinski Ädelroth,7,6,0,0,0,0,13,Honourable mention,,400
Venezuela,VEN,33312,Juan José Martínez Barreto,5,0,0,4,4,0,13,,,400
Austria,AUT,34620,Raphael Heuchl,3,2,0,0,7,0,12,Honourable mention,,413
Bangladesh,BGD,34365,Musahid Ahmed,3,2,0,0,7,0,12,Honourable mention,,413
Estonia,EST,34601,Vahur Paist,7,4,0,1,0,0,12,Honourable mention,,413
Netherlands,NLD,33837,Yanniek Nitescu,7,2,0,2,1,0,12,Honourable mention,,413
North Macedonia,MKD,33605,Nikola Cvetanoski,4,1,0,7,0,0,12,Honourable mention,,413
Philippines,PHI,34538,Ervin Joshua Bautista,5,0,0,7,0,0,12,Honourable mention,,413
Slovakia,SVK,34370,Rudolf Kusý,3,2,0,7,0,0,12,Honourable mention,,413
Slovenia,SVN,34628,Matic Pogorelec,6,0,0,6,0,0,12,,,413
South Africa,SAF,31786,Youkyum Kim,4,2,0,5,1,0,12,,,413
Spain,ESP,34311,Manuel Eymar Carballo,3,7,0,1,0,1,12,Honourable mention,,413
Turkmenistan,TKM,34604,Maksat Babageldiyev,3,2,0,7,0,0,12,Honourable mention,,413
Vietnam,VNM,34098,Duc Anh Ta,2,2,0,7,0,1,12,Honourable mention,,413
Algeria,ALG,34487,Mohamed Ikbal Tebib,3,1,0,7,0,0,11,Honourable mention,,425
Australia,AUS,34174,Amber Li,2,2,0,7,0,0,11,Honourable mention,,425
Azerbaijan,AZE,33290,Mirhabib Asgarov,7,2,0,2,0,0,11,Honourable mention,,425
Iceland,ISL,31508,Ragna María Sverrisdóttir,4,0,0,7,0,0,11,Honourable mention,,425
Ireland,IRL,31022,Fionn Kimber O'shea,7,2,0,2,0,0,11,Honourable mention,,425
Kyrgyzstan,KGZ,33911,Sultan Musakhodzhaev,1,2,0,7,1,0,11,Honourable mention,,425
Macau,MAC,34308,Kin Nam Lao,4,0,0,7,0,0,11,Honourable mention,,425
Nepal,NPL,33626,Kritesh Dhakal,3,1,0,7,0,0,11,Honourable mention,,425
Republic of Moldova,MDA,34424,Laura Șestacov,3,1,0,7,0,0,11,Honourable mention,,425
Albania,ALB,34051,Jamarbër Rushitaj,3,0,0,7,0,0,10,Honourable mention,,434
Argentina,ARG,31873,Uriel Digestani,7,2,0,1,0,0,10,Honourable mention,,434
Azerbaijan,AZE,34134,Said Bakirov,7,2,0,1,0,0,10,Honourable mention,,434
Azerbaijan,AZE,33288,Ibrahim Karimli,1,2,0,7,0,0,10,Honourable mention,,434
Bangladesh,BGD,34364,Md Nafis Noor Taseen,3,0,0,7,0,0,10,Honourable mention,,434
Belgium,BEL,34501,Jonas Boeykens,6,1,0,0,3,0,10,,,434
Ecuador,ECU,33456,Ricardo Loayza,7,0,0,3,0,0,10,Honourable mention,,434
El Salvador,SLV,31695,Enrique Adonay Hernández Rafaelano,3,0,0,7,0,0,10,Honourable mention,,434
Finland,FIN,34638,Artúr Nádor,7,2,0,1,0,0,10,Honourable mention,,434
Iceland,ISL,34339,Valur Einar Georgsson,1,0,0,2,7,0,10,Honourable mention,,434
Kosovo,KSV,31305,Edi Berisha,7,0,0,2,1,0,10,Honourable mention,,434
Kosovo,KSV,33893,Ajan Hajrullahu,7,0,0,3,0,0,10,Honourable mention,,434
Kosovo,KSV,33891,Haris Shaqiri,1,2,0,7,0,0,10,Honourable mention,,434
Latvia,LVA,34292,Armands Tidriķis,3,0,0,7,0,0,10,Honourable mention,,434
Pakistan,PAK,33471,Hashir Naimat,6,0,0,4,0,0,10,,,434
Panama,PAN,34169,Kaiqi Wan,3,0,0,7,0,0,10,Honourable mention,,434
Paraguay,PAR,34455,Alex George Soutter Ibáñez,3,0,0,7,0,0,10,Honourable mention,,434
Slovenia,SVN,34626,Patricia Király,7,0,0,3,0,0,10,Honourable mention,,434
Spain,ESP,34315,Carlos Villagordo Espinosa,7,2,0,1,0,0,10,Honourable mention,,434
Sri Lanka,LKA,31207,Pathirannehelage Luchitha Disal Pathirana,7,0,0,3,0,0,10,Honourable mention,,434
Switzerland,SUI,34492,Jovian Soejono,7,2,0,1,0,0,10,Honourable mention,,434
Tajikistan,TJK,34566,Farkhod Sokhibnazarov,1,2,0,7,0,0,10,Honourable mention,,434
Tunisia,TUN,34594,Chedi Hammami,3,0,0,7,0,0,10,Honourable mention,,434
Algeria,ALG,34486,Kian Abolghasemi,6,2,0,1,0,0,9,,,457
Algeria,ALG,34482,Raouf Ould Ali,1,0,0,7,1,0,9,Honourable mention,,457
Bangladesh,BGD,34363,Tahsin Khan,7,2,0,0,0,0,9,Honourable mention,,457
Colombia,COL,34651,Paula Duque,1,1,0,7,0,0,9,Honourable mention,,457
Cyprus,CYP,34509,Kyriaki Assou,7,0,0,2,0,0,9,Honourable mention,,457
Cyprus,CYP,34511,Philippos Rouvas,1,0,0,7,1,0,9,Honourable mention,,457
Cyprus,CYP,34346,Qiyue Wang,2,0,0,7,0,0,9,Honourable mention,,457
Czech Republic,CZE,33313,Tereza Černá,2,0,0,7,0,0,9,Honourable mention,,457
Estonia,EST,34384,Sherkhan Torekhanov,2,0,0,7,0,0,9,Honourable mention,,457
Kazakhstan,KAZ,34443,Dinmukhamed Yegeubayev,2,0,0,7,0,0,9,Honourable mention,,457
Kosovo,KSV,33585,Orges Ajvazi,7,1,0,1,0,0,9,Honourable mention,,457
Luxembourg,LUX,34404,Kiah Shah,7,0,0,1,1,0,9,Honourable mention,,457
Myanmar,MMR,30270,Soe Lin Htet,2,0,0,7,0,0,9,Honourable mention,,457
Norway,NOR,34518,Aksel Løvholt,7,2,0,0,0,0,9,Honourable mention,,457
Norway,NOR,34521,Torstein Barvik Molstad,1,0,0,1,7,0,9,Honourable mention,,457
Puerto Rico,PRI,33794,Nirvana Rosabella Marrero Tiodang,7,0,0,1,1,0,9,Honourable mention,,457
Syria,SYR,33064,Allayth Shahet,7,2,0,0,0,0,9,Honourable mention,,457
Trinidad and Tobago,TTO,34681,Preston Chang Kit,7,0,0,2,0,0,9,Honourable mention,,457
Albania,ALB,31923,Erik Kërçiku,1,0,0,7,0,0,8,Honourable mention,,475
Azerbaijan,AZE,34136,Telman Mammadov,7,1,0,0,0,0,8,Honourable mention,,475
Azerbaijan,AZE,34131,Mehdi Najaf,7,1,0,0,0,0,8,Honourable mention,,475
Belgium,BEL,34500,Thomas Audenaert,7,0,0,1,0,0,8,Honourable mention,,475
Bolivia,BOL,33325,Nikh Kevin Soto Uzeda,7,0,0,1,0,0,8,Honourable mention,,475
Costa Rica,CRI,34140,Beatriz Sancho Chaves,1,0,0,7,0,0,8,Honourable mention,,475
Latvia,LVA,34302,Kristaps Lass,1,0,0,0,7,0,8,Honourable mention,,475
Macau,MAC,34305,Hei Chit Leong,1,0,0,0,7,0,8,Honourable mention,,475
Philippines,PHI,32023,Mohammad Nur Casib,7,1,0,0,0,0,8,Honourable mention,,475
Spain,ESP,34317,Antonio Laso González,6,1,0,1,0,0,8,,,475
Syria,SYR,33954,Mohamad Austa,7,1,0,0,0,0,8,Honourable mention,,475
Uganda,UGA,33864,Favour Bwesigye Busingye,7,0,0,1,0,0,8,Honourable mention,,475
Bhutan,BTN,34676,Tandin Tshering,3,0,0,1,3,0,7,,,487
Botswana,BWA,34400,Bowen Zhou,7,0,0,0,0,0,7,Honourable mention,,487
Cuba,CUB,33524,Karla Yisel Ramirez Garcel,7,0,0,0,0,0,7,Honourable mention,,487
Denmark,DEN,34202,Albert Ben Carlson,7,0,0,0,0,0,7,Honourable mention,,487
Dominican Republic,DOM,33341,Enmanuel Starlin Germosén De Los Santos,7,0,0,0,0,0,7,Honourable mention,,487
Ecuador,ECU,34221,Martin Peñaherrera,0,0,0,0,7,0,7,Honourable mention,,487
Georgia,GEO,34557,Ivane Kobaidze,4,2,0,1,0,0,7,,,487
Ireland,IRL,34472,Dylan Minogue,2,0,0,5,0,0,7,,,487
Macau,MAC,34293,Wai In Chu,7,0,0,0,0,0,7,Honourable mention,,487
Myanmar,MMR,33222,Soe Thway Ko,7,0,0,0,0,0,7,Honourable mention,,487
Myanmar,MMR,33219,Hsu Wutt Yee Lin,0,0,0,7,0,0,7,Honourable mention,,487
Nepal,NPL,34182,Shreyash Sharma Bastola,7,0,0,0,0,0,7,Honourable mention,,487
Pakistan,PAK,33990,Muhammad Mahad Arif,7,0,0,0,0,0,7,Honourable mention,,487
Paraguay,PAR,34457,Fernando Daniel Lopez Bobadilla,5,0,0,1,1,0,7,,,487
Portugal,POR,34503,Laura Sofia Muliar,7,0,0,0,0,0,7,Honourable mention,,487
Portugal,POR,34505,Tomás Prata Vidal,2,1,2,2,0,0,7,,,487
Puerto Rico,PRI,34288,Wyatt Lazar Wunker,6,0,0,0,1,0,7,,,487
Rwanda,RWA,33170,Edmond Iradukunda,7,0,0,0,0,0,7,Honourable mention,,487
Rwanda,RWA,33177,Samuella Kwizera,7,0,0,0,0,0,7,Honourable mention,,487
Rwanda,RWA,34373,Abel Twiringiyimana,7,0,0,0,0,0,7,Honourable mention,,487
Sri Lanka,LKA,34470,Ganganath Kevin Ravindu Bandara Ranatunga,7,0,0,0,0,0,7,Honourable mention,,487
Sri Lanka,LKA,34510,Kalaapan Selvamagesan,7,0,0,0,0,0,7,Honourable mention,,487
Trinidad and Tobago,TTO,34682,Saiesh Rampersad,3,0,0,4,0,0,7,,,487
Uruguay,URY,34328,Gastón Daniel Correa Farías,7,0,0,0,0,0,7,Honourable mention,,487
Botswana,BWA,31825,Aswin Santhosh Nair,6,0,0,0,0,0,6,,,511
Ecuador,ECU,33448,Roberto Adum,6,0,0,0,0,0,6,,,511
Finland,FIN,34318,Zhiyuan Liu,6,0,0,0,0,0,6,,,511
Iceland,ISL,34340,Merkúr Máni Hermannsson,0,0,0,0,6,0,6,,,511
Ireland,IRL,34474,Grigory Barsegov,5,0,0,1,0,0,6,,,511
Ivory Coast,CIV,34444,Kouassi Noah Kevin Ekue,6,0,0,0,0,0,6,,,511
Kosovo,KSV,33892,Era Januzi,5,0,0,0,1,0,6,,,511
South Africa,SAF,34298,Eli Max Williams,2,2,0,2,0,0,6,,,511
Tunisia,TUN,34595,Ahmed Mallek,6,0,0,0,0,0,6,,,511
Uganda,UGA,33865,Kelvin Miles Kabali David Senteza,0,0,0,6,0,0,6,,,511
Uruguay,URY,34329,Agustín Miraballes Musto,4,0,0,1,1,0,6,,,511
El Salvador,SLV,33588,Fernando Andreé González Meléndez,3,0,0,1,1,0,5,,,522
Ivory Coast,CIV,34467,Anne Jemima Akissi N'guessan,2,0,0,3,0,0,5,,,522
Uganda,UGA,33867,Laetitia Faith Katono,1,0,0,3,1,0,5,,,522
Belgium,BEL,34353,Anastasios Amvrosiadis,4,0,0,0,0,0,4,,,525
Costa Rica,CRI,34139,Juan Pablo Hernandez Abarca,1,1,0,1,1,0,4,,,525
Cuba,CUB,34674,Damiam David Fuentes Campos,1,0,0,3,0,0,4,,,525
Myanmar,MMR,34001,Aung Nyan Zaw,4,0,0,0,0,0,4,,,525
Nepal,NPL,34185,Sampanna Bhandari,3,0,0,0,1,0,4,,,525
Pakistan,PAK,33475,Muhammad Hasnat Farooq,4,0,0,0,0,0,4,,,525
Trinidad and Tobago,TTO,34684,Keagan Sachin Ragoobar,1,0,0,3,0,0,4,,,525
Uruguay,URY,34341,Francisco González,2,0,0,2,0,0,4,,,525
Chile,CHI,31831,Matias Nova,3,0,0,0,0,0,3,,,533
Ecuador,ECU,33457,Wilhelm Gonce,0,0,0,3,0,0,3,,,533
Ghana,GHA,34161,Excell Kumah Awusi,3,0,0,0,0,0,3,,,533
Iceland,ISL,33242,Hrafnkell Hvanndal Halldórsson,2,1,0,0,0,0,3,,,533
Iceland,ISL,34273,Magnús Thor Holloway,3,0,0,0,0,0,3,,,533
Ivory Coast,CIV,34447,Mouhammad Abder-Raouf Kone,2,0,0,0,1,0,3,,,533
Kenya,KEN,34495,Gilbert Amani Ongoro,3,0,0,0,0,0,3,,,533
Kosovo,KSV,33890,Shpendi Deva,3,0,0,0,0,0,3,,,533
Luxembourg,LUX,34411,Vida Suselj,3,0,0,0,0,0,3,,,533
Luxembourg,LUX,31749,Michèle Voncken,3,0,0,0,0,0,3,,,533
Myanmar,MMR,33263,Pyae Tshan Oo,3,0,0,0,0,0,3,,,533
Nepal,NPL,34184,Drone Chaudhary,3,0,0,0,0,0,3,,,533
Nepal,NPL,34180,Saugat Dhakal,3,0,0,0,0,0,3,,,533
Pakistan,PAK,33474,Muhammad Daniyal,2,0,0,1,0,0,3,,,533
Rwanda,RWA,33176,Arnold Bana,2,0,0,0,1,0,3,,,533
Syria,SYR,33957,Mohamad Fajjal,1,2,0,0,0,0,3,,,533
Tunisia,TUN,34597,Aws Dhahri,2,1,0,0,0,0,3,,,533
Uzbekistan,UZB,34102,Asadbek Bobokulov,1,2,0,0,0,0,3,,,533
Argentina,ARG,34382,Lola Muriel Ruffolo,1,0,0,0,1,0,2,,,551
Dominican Republic,DOM,33970,Wilfrin Vizcaíno Peña,1,0,0,0,1,0,2,,,551
El Salvador,SLV,33586,Maryorie Damaris Cabrera Silvas,1,0,0,1,0,0,2,,,551
Iceland,ISL,34271,Álfrún Haraldsdóttir,1,0,0,1,0,0,2,,,551
Ivory Coast,CIV,34446,Mohamed Habib Baba Traore,1,0,0,1,0,0,2,,,551
Ivory Coast,CIV,34445,Kouame Christ Elfried Carlos Yao,2,0,0,0,0,0,2,,,551
Kenya,KEN,34497,Len Muriungi Mutuma,1,0,0,0,1,0,2,,,551
Macau,MAC,34307,Wai Chong Chan,2,0,0,0,0,0,2,,,551
Oman,OMN,33494,Rabha Ayoub Sulaiman Al Kindi,1,0,0,0,1,0,2,,,551
Paraguay,PAR,34456,Osmar Mathías Cabrera Jacquet,1,0,0,1,0,0,2,,,551
Puerto Rico,PRI,34287,Avner Francisco Romero Rodriguez,2,0,0,0,0,0,2,,,551
Trinidad and Tobago,TTO,34686,Amir Nilesh Mahadeo,1,0,0,0,1,0,2,,,551
Uganda,UGA,33866,Raphael Alpha Oyini,1,0,0,1,0,0,2,,,551
Uruguay,URY,34332,Rafael Trapani Ducloyer,1,0,0,1,0,0,2,,,551
Albania,ALB,33518,Irjan Kuliçi,0,0,0,1,0,0,1,,,565
Albania,ALB,34053,Erida Puka,1,0,0,0,0,0,1,,,565
Bhutan,BTN,34679,Sonam Loday,1,0,0,0,0,0,1,,,565
Bolivia,BOL,34312,Brittany Celeste Gonzáles Tapia,1,0,0,0,0,0,1,,,565
Botswana,BWA,30985,Ashwin Shine,0,0,0,1,0,0,1,,,565
Botswana,BWA,34401,Wanjing Tang,1,0,0,0,0,0,1,,,565
Dominican Republic,DOM,34276,Johnny Ho Chen,1,0,0,0,0,0,1,,,565
Dominican Republic,DOM,33947,Luis Daniel Valdés George,1,0,0,0,0,0,1,,,565
Ecuador,ECU,34220,Roberto Valverde,1,0,0,0,0,0,1,,,565
Ghana,GHA,34162,Naana Ekua Adokua Annan,1,0,0,0,0,0,1,,,565
Honduras,HND,34654,Jared Fabricio Escobar,1,0,0,0,0,0,1,,,565
Iraq,IRQ,33913,Ihsan Dagdelenli,1,0,0,0,0,0,1,,,565
Iraq,IRQ,33043,Sebnem Yilmaz,1,0,0,0,0,0,1,,,565
Ivory Coast,CIV,34462,Sie Kouadio Loic Kone,1,0,0,0,0,0,1,,,565
Kenya,KEN,34496,Cynthia Kathomi Mworia,1,0,0,0,0,0,1,,,565
Kenya,KEN,33281,Tony Rotich Odhiambo,1,0,0,0,0,0,1,,,565
Oman,OMN,33882,Jumanah Said Mubarak Said Al Kalbani,0,0,0,0,1,0,1,,,565
Oman,OMN,33491,Rayan Said Mohammed Al-Hadhrami,1,0,0,0,0,0,1,,,565
Paraguay,PAR,34454,Fabrizio Matias Castro Gamarra,1,0,0,0,0,0,1,,,565
Rwanda,RWA,34374,Nina Ornella Umukundwa,1,0,0,0,0,0,1,,,565
Tajikistan,TJK,34567,Jasur Mahmudov,1,0,0,0,0,0,1,,,565
Uganda,UGA,33862,Elsie Druscilla Nuwamanya,1,0,0,0,0,0,1,,,565
United Arab Emirates,UAE,34671,Guntas Singh,1,0,0,0,0,0,1,,,565
Venezuela,VEN,33938,Luis Fabrizio Meléndez Antidormi,1,0,0,0,0,0,1,,,565
Bhutan,BTN,34678,Jigme Thinley Choeda,0,0,0,0,0,0,0,,,589
Bhutan,BTN,34677,Pema Ugyen Dendup,0,0,0,0,0,0,0,,,589
Bhutan,BTN,34675,Pema Wangyal,0,0,0,0,0,0,0,,,589
Bolivia,BOL,34313,Víctor Humberto Solíz Divensty,0,0,0,0,0,0,0,,,589
Botswana,BWA,34398,Ofentse Gabriel F. Ditlamelo,0,0,0,0,0,0,0,,,589
