Country Name,Country Code,Contestant Code,Contestant,P1,P2,P3,P4,P5,P6,Total,Award,Extra Awards,Rank
Netherlands,NLD,35528,Roel Alkemade,7,1,0,7,5,0,20,Bronze medal,,291
Portugal,POR,34531,Miguel Sousa Domingos,7,0,0,6,7,0,20,Bronze medal,,291
Slovakia,SVK,35323,Jakub Krivošík,7,1,4,6,2,0,20,Bronze medal,,291
Sri Lanka,LKA,33434,Batugahage Don Lasitha Vishwajith Jayasinghe,6,7,0,7,0,0,20,Bronze medal,,291
Sweden,SWE,35075,Kasper Johansson,7,0,1,7,5,0,20,Bronze medal,,291
Albania,ALB,34853,Marius Gjika,6,7,0,6,0,0,19,Bronze medal,,303
Algeria,ALG,34486,Kian Abolghasemi,7,3,0,6,3,0,19,Bronze medal,,303
Algeria,ALG,34483,Abdelillah Hamadi,6,1,0,7,5,0,19,Bronze medal,,303
Armenia,ARM,33143,Tsovak Yegoryan,7,1,1,7,3,0,19,Bronze medal,,303
Austria,AUT,35500,Mihail Grecu,7,4,0,3,5,0,19,Bronze medal,,303
Georgia,GEO,35216,Irakli Sherozia,7,1,0,7,4,0,19,Bronze medal,,303
Italy,ITA,35476,Marius Stologan,7,1,0,4,7,0,19,Bronze medal,,303
Lithuania,LTU,35349,Adomas Juodis,7,0,0,7,5,0,19,Bronze medal,,303
Netherlands,NLD,35529,Josiah 't Hart,7,1,0,7,4,0,19,Bronze medal,,303
Netherlands,NLD,34663,Naïm Hofstede,7,1,0,7,4,0,19,Bronze medal,,303
Netherlands,NLD,34664,Tobias Kristiansen,5,1,0,6,7,0,19,Bronze medal,,303
New Zealand,NZL,35329,Rex Chu,5,0,0,7,7,0,19,Bronze medal,,303
Saudi Arabia,SAU,33014,Muath Alqahtani,7,5,0,7,0,0,19,Bronze medal,,303
Serbia,SRB,35427,Vladimir Branković,7,4,0,1,7,0,19,Bronze medal,,303
South Africa,SAF,35359,Pocoyo Pun,7,4,0,7,0,1,19,Bronze medal,,303
Spain,ESP,35029,Diego Alonso Domínguez,5,7,0,7,0,0,19,Bronze medal,,303
Syria,SYR,35347,Mulham Ajam,4,7,0,7,1,0,19,Bronze medal,,303
Syria,SYR,35348,Tawfik Alchekh Houd,4,7,0,7,1,0,19,Bronze medal,,303
Syria,SYR,33951,Shafik Bara,7,5,0,7,0,0,19,Bronze medal,,303
Bangladesh,BGD,35123,M. Zamiul Hossain,0,5,7,6,0,0,18,Honourable mention,,322
Cuba,CUB,34900,Erick Díaz Pérez,7,1,0,7,3,0,18,Honourable mention,,322
Denmark,DEN,34205,Thor Julius Lanzky Mortensen,6,7,0,5,0,0,18,Honourable mention,,322
Estonia,EST,35527,Kaarel Toomet,7,0,7,3,1,0,18,Honourable mention,,322
Finland,FIN,34636,Zhongyi Li,7,3,0,4,4,0,18,Honourable mention,,322
France,FRA,35456,An Pha Dang,7,1,0,7,3,0,18,Honourable mention,,322
Ireland,IRL,35066,Angyang Li,7,7,0,3,1,0,18,Honourable mention,,322
North Macedonia,MKD,34410,Ivano Bozhinovski,7,1,0,7,3,0,18,Honourable mention,,322
Norway,NOR,35162,Jens Teigen Fresvig,6,0,4,7,1,0,18,Honourable mention,,322
Norway,NOR,35174,Skomantas Urbonas,6,3,0,7,2,0,18,Honourable mention,,322
Saudi Arabia,SAU,34719,Ahmed Alkhalawi,7,1,2,7,1,0,18,Honourable mention,,322
Taiwan,TWN,35269,Yu-Fan Tseng,7,0,1,6,4,0,18,Honourable mention,,322
Armenia,ARM,34918,Alen Ghazaryan,7,1,0,7,2,0,17,Honourable mention,,334
Armenia,ARM,34914,Arsen Makaryan,6,7,0,2,2,0,17,Honourable mention,,334
Colombia,COL,34650,Gabriel Santiago,3,7,0,7,0,0,17,Honourable mention,,334
Croatia,HRV,35436,Hrvoje Valent,7,0,1,5,4,0,17,Honourable mention,,334
Czech Republic,CZE,35219,Mikuláš Jandík,7,0,1,5,4,0,17,Honourable mention,,334
Indonesia,IDN,35193,Leonardo Valerian,7,0,0,6,4,0,17,Honourable mention,,334
Latvia,LVA,35367,Petr Shvab,6,0,2,6,3,0,17,,,334
Macau,MAC,35462,Jia Hao Liang,7,1,0,7,2,0,17,Honourable mention,,334
Morocco,MAR,35018,Mohamed Amine Halhoul,6,1,0,7,3,0,17,Honourable mention,,334
Palestine,PSE,35354,Kareem Kayid,6,0,3,7,1,0,17,Honourable mention,,334
Thailand,THA,35298,Kornchawan Tantivisethsak,7,1,0,7,0,2,17,Honourable mention,,334
Tunisia,TUN,33729,Oussema Soussi,5,7,0,5,0,0,17,Honourable mention,,334
Argentina,ARG,35131,Manuel Galli,7,1,0,7,1,0,16,Honourable mention,,346
Argentina,ARG,35128,Facundo Mauri,7,1,0,7,1,0,16,Honourable mention,,346
Belgium,BEL,35467,Enya Leroy,7,7,0,2,0,0,16,Honourable mention,,346
Croatia,HRV,35434,Patrik Cvetek,7,1,0,7,1,0,16,Honourable mention,,346
Czech Republic,CZE,34241,Veronika Menšíková,7,1,0,7,1,0,16,Honourable mention,,346
Dominican Republic,DOM,33341,Enmanuel Starlin Germosén De Los Santos,7,1,0,7,1,0,16,Honourable mention,,346
Finland,FIN,34318,David Liu,6,1,0,3,6,0,16,,,346
Kyrgyzstan,KGZ,33911,Sultan Musakhodzhaev,3,7,0,2,4,0,16,Honourable mention,,346
Latvia,LVA,35369,Reinis Bartkevičs,6,3,0,5,2,0,16,,,346
Latvia,LVA,34302,Kristaps Lāss,7,1,0,7,1,0,16,Honourable mention,,346
Paraguay,PAR,35148,Ever Moisés Ortega Portillo,7,2,0,7,0,0,16,Honourable mention,,346
Portugal,POR,35261,Henri Campagnolo,7,1,0,7,0,1,16,Honourable mention,,346
Saudi Arabia,SAU,34212,Ahmed Alshehri,7,1,0,7,1,0,16,Honourable mention,,346
Slovakia,SVK,35327,Richard Vodička,7,1,0,7,1,0,16,Honourable mention,,346
South Africa,SAF,34295,Ellen Grant-Smith,7,1,0,6,2,0,16,Honourable mention,,346
Sri Lanka,LKA,34471,Praveen Charuka Athauda Arachchi,7,2,0,7,0,0,16,Honourable mention,,346
Tajikistan,TJK,34862,Mekhrubon Yusupov,7,1,1,7,0,0,16,Honourable mention,,346
Tunisia,TUN,34598,Mohamed Karim Boualleg,5,7,0,4,0,0,16,Honourable mention,,346
Turkmenistan,TKM,35542,Jelil Ataballyyev,7,3,0,6,0,0,16,Honourable mention,,346
Uzbekistan,UZB,34931,Umarbek Ubaydullaev,7,0,0,6,3,0,16,Honourable mention,,346
Armenia,ARM,34232,Mikayel Galstyan,7,3,0,5,0,0,15,Honourable mention,,366
Austria,AUT,35504,Dinmukhamed Yegeubayev,7,1,0,7,0,0,15,Honourable mention,,366
Azerbaijan,AZE,35441,Rafiga Gambarova,1,7,0,7,0,0,15,Honourable mention,,366
Bangladesh,BGD,34361,Monamy Zaman,7,1,0,7,0,0,15,Honourable mention,,366
Colombia,COL,33445,Alberto Lobo-Guerrero,7,1,0,7,0,0,15,Honourable mention,,366
Costa Rica,CRI,34141,Sebastian Aguilar Pineda,7,1,0,7,0,0,15,Honourable mention,,366
Croatia,HRV,35435,Maša Dobrić,7,1,0,7,0,0,15,Honourable mention,,366
Denmark,DEN,35310,Andreas Vase Haraldsson,6,0,2,4,3,0,15,,,366
Denmark,DEN,35313,Julie Schøtt Hvidberg,7,0,0,7,1,0,15,Honourable mention,,366
Finland,FIN,35395,Veikko Heikkinen,6,2,0,7,0,0,15,Honourable mention,,366
Georgia,GEO,35213,Tevdore Onashvili,5,0,0,7,3,0,15,Honourable mention,,366
Ireland,IRL,35069,Jack McAuliffe,7,1,0,7,0,0,15,Honourable mention,,366
Luxembourg,LUX,35211,Kinji Yoshida,7,1,0,5,2,0,15,Honourable mention,,366
Morocco,MAR,35017,Mohamed Wassim Aabiyda,7,0,2,3,3,0,15,Honourable mention,,366
Netherlands,NLD,35533,Lucas van de Sande,7,1,0,6,1,0,15,Honourable mention,,366
North Macedonia,MKD,34408,Leonid Todoroski,3,7,0,4,1,0,15,Honourable mention,,366
Norway,NOR,34518,Aksel Løvholt,7,1,0,3,4,0,15,Honourable mention,,366
Norway,NOR,35176,Daniel Alex Mineev,7,1,0,7,0,0,15,Honourable mention,,366
Peru,PER,35098,Abraham Fajardo,7,1,0,7,0,0,15,Honourable mention,,366
Saudi Arabia,SAU,34213,Mohammed Alghamdi,7,1,0,6,1,0,15,Honourable mention,,366
Slovenia,SVN,35514,Ekaterina Chizhova,7,1,0,7,0,0,15,Honourable mention,,366
Slovenia,SVN,35519,Taras Vuk,6,1,0,7,1,0,15,Honourable mention,,366
Argentina,ARG,35132,Maxim Mironov,7,0,0,7,0,0,14,Honourable mention,,388
Argentina,ARG,34382,Lola Muriel Ruffolo,7,0,0,7,0,0,14,Honourable mention,,388
Belgium,BEL,35474,Victor Telea,7,0,0,7,0,0,14,Honourable mention,,388
Brazil,BRA,35085,Erick Akira Koga,7,1,0,6,0,0,14,Honourable mention,,388
Canada,CAN,35449,Zhekai Shen,6,0,0,3,5,0,14,,,388
Colombia,COL,35274,Samuel Pertuz,7,0,0,7,0,0,14,Honourable mention,,388
Denmark,DEN,35311,Daniel Holm Rasmussen,2,0,5,6,1,0,14,,,388
El Salvador,SLV,33588,Fernando Andree González Meléndez,7,0,0,7,0,0,14,Honourable mention,,388
Estonia,EST,35524,Kristjan Lepp,6,0,0,7,1,0,14,Honourable mention,,388
Finland,FIN,35397,Lénárd Dániel Virág,6,1,0,7,0,0,14,Honourable mention,,388
Georgia,GEO,35214,Vano Elizbarashvili,7,0,0,7,0,0,14,Honourable mention,,388
Iceland,ISL,34273,Magnús Thor Holloway,7,0,0,7,0,0,14,Honourable mention,,388
Kosovo,KSV,33891,Haris Shaqiri,5,1,0,7,1,0,14,Honourable mention,,388
Lithuania,LTU,35351,Anton Vytautas Liutvinas,6,4,0,4,0,0,14,,,388
Myanmar,MMR,33219,Hsu Wutt Yee Lin,7,0,0,7,0,0,14,Honourable mention,,388
North Macedonia,MKD,35379,Marko Serafimovski,7,0,0,7,0,0,14,Honourable mention,,388
Norway,NOR,35159,Justin Jia,5,2,0,7,0,0,14,Honourable mention,,388
Philippines,PHI,35292,Mark Justin Villafuerte,2,5,0,7,0,0,14,Honourable mention,,388
Portugal,POR,34461,Rafael Soares Marques,7,0,0,7,0,0,14,Honourable mention,,388
Rwanda,RWA,35116,Denys Prince Tuyisenge,7,0,0,7,0,0,14,Honourable mention,,388
Slovenia,SVN,34625,Nace Hranjec,6,1,0,7,0,0,14,Honourable mention,,388
Spain,ESP,35031,Pablo Arroyo Lomas,7,1,0,6,0,0,14,Honourable mention,,388
Azerbaijan,AZE,35442,Davud Tarverdili,1,7,0,5,0,0,13,Honourable mention,,410
Bangladesh,BGD,35118,Md. Raihan Siddiquee,3,7,0,3,0,0,13,Honourable mention,,410
Belgium,BEL,35472,Lars Dhooghe,7,0,0,6,0,0,13,Honourable mention,,410
Cameroon,CMR,34890,Damien Joel Tchakote Kenne,7,0,0,6,0,0,13,Honourable mention,,410
Cuba,CUB,35009,Dalia Oliver Ballesteros,6,1,0,6,0,0,13,,,410
Dominican Republic,DOM,33945,Emil Alejandro Peralta Cabrera,2,0,0,7,4,0,13,Honourable mention,,410
El Salvador,SLV,35170,Helen Paola Morán Cerón,1,7,0,5,0,0,13,Honourable mention,,410
Estonia,EST,35525,Madis Roosma,7,1,0,2,3,0,13,Honourable mention,,410
Georgia,GEO,35215,Sandro Zhgenti,0,0,0,6,7,0,13,Honourable mention,,410
Indonesia,IDN,35196,Danica Odelia,7,0,0,6,0,0,13,Honourable mention,,410
Macau,MAC,35453,Zhuocheng Li,6,1,0,6,0,0,13,,,410
Morocco,MAR,35016,Sami Moussaoui,7,0,0,6,0,0,13,Honourable mention,,410
Turkmenistan,TKM,35539,Myrat Ruslanov,2,7,0,4,0,0,13,Honourable mention,,410
Colombia,COL,35275,Juan Camilo Melgarejo,3,2,0,7,0,0,12,Honourable mention,,423
Croatia,HRV,34644,Fabijan Cikač,6,0,4,2,0,0,12,,,423
Cuba,CUB,34672,Ian David Lorenzo García,6,1,0,5,0,0,12,,,423
Cyprus,CYP,34346,Qiyue Wang,3,7,0,2,0,0,12,Honourable mention,,423
Ecuador,ECU,32092,Keny Carlosama,5,1,0,6,0,0,12,,,423
Finland,FIN,34637,Albert Markus Henriksson,6,3,0,3,0,0,12,,,423
Greece,HEL,35289,Sotirios Tzavoulis,2,1,0,7,2,0,12,Honourable mention,,423
Macau,MAC,35463,Ka Shing Liang,6,1,0,2,3,0,12,,,423
Pakistan,PAK,33991,Muhammad Ahmad Bhatti,6,0,0,6,0,0,12,,,423
Philippines,PHI,34544,Luke Sebastian Sy,6,1,0,4,1,0,12,,,423
Rwanda,RWA,35124,Mugabo Herve Uwayezu,7,0,0,5,0,0,12,Honourable mention,,423
Slovenia,SVN,35515,Andraž Čadež,7,0,0,2,3,0,12,Honourable mention,,423
Tunisia,TUN,34595,Ahmed Mallek,6,1,1,4,0,0,12,,,423
Albania,ALB,34051,Jamarber Rushitaj,7,1,0,3,0,0,11,Honourable mention,,436
Azerbaijan,AZE,35445,Farhad Iskandar,6,1,0,2,2,0,11,,,436
Azerbaijan,AZE,35444,Huseyn Zeynalov,4,0,0,7,0,0,11,Honourable mention,,436
Bolivia,BOL,34903,Alan Gabriel Audivert Serrudo,5,0,0,6,0,0,11,,,436
Colombia,COL,34651,Paula Duque,3,1,0,7,0,0,11,Honourable mention,,436
Croatia,HRV,35437,Martin Vidović,7,1,0,3,0,0,11,Honourable mention,,436
Georgia,GEO,34535,Mirza Shanidze,4,1,0,6,0,0,11,,,436
Iraq,IRQ,33055,Hatem Muqdad Mawlood Al-Ani,2,1,0,4,4,0,11,,,436
Macau,MAC,35461,Sai Chi Choi,4,0,0,7,0,0,11,Honourable mention,,436
Macau,MAC,35454,Un Lao,1,1,0,7,2,0,11,Honourable mention,,436
Morocco,MAR,35015,Yasser El Moussaed,1,7,0,3,0,0,11,Honourable mention,,436
Pakistan,PAK,33990,Muhammad Mahad Arif,7,1,0,2,1,0,11,Honourable mention,,436
Albania,ALB,34855,Krisel Leka,2,0,1,7,0,0,10,Honourable mention,,448
Argentina,ARG,35130,Bruno Fiszelew,7,1,0,2,0,0,10,Honourable mention,,448
Azerbaijan,AZE,35440,Uveys Al-Salehi,2,1,0,7,0,0,10,Honourable mention,,448
Cuba,CUB,35006,Heidy Rodríguez Fuentes,2,1,0,7,0,0,10,Honourable mention,,448
Ireland,IRL,35070,Ben Maguire,7,1,0,1,1,0,10,Honourable mention,,448
Latvia,LVA,35365,Luka Vladimirovs,7,0,0,3,0,0,10,Honourable mention,,448
Malaysia,MAS,35149,Brandon Choo Sze How,6,1,0,3,0,0,10,,,448
Myanmar,MMR,33222,Soe Thway Ko,4,0,0,6,0,0,10,,,448
Nepal,NPL,35194,Aayam Acharya,3,0,0,7,0,0,10,Honourable mention,,448
Paraguay,PAR,34457,Fernando Daniel Lopez Bobadilla,3,1,0,5,1,0,10,,,448
Serbia,SRB,35426,Vladimir Lukić,2,1,0,7,0,0,10,Honourable mention,,448
Sri Lanka,LKA,35244,Rajawasala Ukattage Don Janith Dulmina Rajawasala,6,0,0,4,0,0,10,,,448
Sweden,SWE,35074,Aron Helzel Golan,7,0,1,1,1,0,10,Honourable mention,,448
Belgium,BEL,34500,Thomas Audenaert,7,0,0,2,0,0,9,Honourable mention,,461
Cyprus,CYP,35429,Taisiya Chernova,7,1,0,0,1,0,9,Honourable mention,,461
Cyprus,CYP,35428,Alexandros Louka,6,1,0,1,1,0,9,,,461
Denmark,DEN,35312,Gustav Bille Gørtz,7,0,0,2,0,0,9,Honourable mention,,461
Denmark,DEN,35314,Ziyi Xiao,5,1,0,3,0,0,9,,,461
Ivory Coast,CIV,34911,Kedie Ange Modeste Kouiamedo,2,0,0,7,0,0,9,Honourable mention,,461
Luxembourg,LUX,34404,Kiah Shah,7,0,0,1,1,0,9,Honourable mention,,461
New Zealand,NZL,35372,Alston Yam,5,0,0,4,0,0,9,,,461
Philippines,PHI,35283,Matthew Andrei Go,5,1,0,3,0,0,9,,,461
Qatar,QAT,35508,Malek Abdelfattah,2,0,0,7,0,0,9,Honourable mention,,461
Republic of Moldova,MDA,35048,Robert Barbuța,7,0,0,2,0,0,9,Honourable mention,,461
Sri Lanka,LKA,35247,H. M. Denura Adithya Bandara Herath,5,0,0,4,0,0,9,,,461
Syria,SYR,35345,Mohamad Diaa Srouji,7,0,0,2,0,0,9,Honourable mention,,461
Turkmenistan,TKM,35541,Kumush Nobatova,1,1,0,7,0,0,9,Honourable mention,,461
United Arab Emirates,UAE,35554,Ziyao Wang,2,0,0,7,0,0,9,Honourable mention,,461
Uruguay,URY,35272,Diego Correa,7,0,0,2,0,0,9,Honourable mention,,461
Uruguay,URY,35299,Juan Martín Gonzalez,2,0,0,7,0,0,9,Honourable mention,,461
Azerbaijan,AZE,35443,Farhad Huseynov,4,1,0,3,0,0,8,,,478
Dominican Republic,DOM,34870,Juan Ignacio Melo Abreu,6,0,0,2,0,0,8,,,478
Honduras,HND,35390,Renata Sorel Palao Zavala,7,0,0,1,0,0,8,Honourable mention,,478
Iraq,IRQ,34792,Abdullah Mohammed Sabah Sabah,5,0,0,3,0,0,8,,,478
Pakistan,PAK,34741,Ayaan --,0,1,0,7,0,0,8,Honourable mention,,478
Palestine,PSE,35358,Karam Alkurd,0,1,0,7,0,0,8,Honourable mention,,478
Puerto Rico,PRI,33794,Nirvana Rosabella Marrero Tiodang,7,1,0,0,0,0,8,Honourable mention,,478
Serbia,SRB,35425,Nenad Marković,7,0,0,1,0,0,8,Honourable mention,,478
Spain,ESP,35028,Miguel Cores Mejuto,2,3,0,3,0,0,8,,,478
Switzerland,SUI,35481,Emil Spiess,3,1,0,3,1,0,8,,,478
Tajikistan,TJK,34864,Sino Sharopov,2,0,0,6,0,0,8,,,478
Uganda,UGA,33864,Favour Bwesigye Busingye,1,1,0,6,0,0,8,,,478
Uruguay,URY,35301,Alfonso Ramos Furtado,6,0,0,2,0,0,8,,,478
Cuba,CUB,35007,Liss Marian Estévez Suarez,3,0,0,4,0,0,7,,,491
El Salvador,SLV,35171,Melissa Yaneth Luna Cabrera,1,1,0,5,0,0,7,,,491
Nepal,NPL,34184,Drone Chaudhary,1,0,0,5,1,0,7,,,491
Pakistan,PAK,33475,Muhammad Hasnat Farooq,0,0,0,7,0,0,7,Honourable mention,,491
Palestine,PSE,35355,Abdallah Sherbini,3,0,0,4,0,0,7,,,491
Portugal,POR,35257,Pedro Miguel Santos Silva,1,3,0,3,0,0,7,,,491
Sri Lanka,LKA,35248,Rehan Adithya Weerakoon,2,1,0,4,0,0,7,,,491
Tajikistan,TJK,34566,Farkhod Sokhibnazarov,1,0,0,6,0,0,7,,,491
Albania,ALB,34971,Renis Mankollari,6,0,0,0,0,0,6,,,499
Botswana,BWA,34400,Bowen Zhou,3,0,0,2,1,0,6,,,499
Iceland,ISL,34339,Valur Einar Georgsson,2,0,0,2,2,0,6,,,499
Ivory Coast,CIV,34447,Mouhammad Abder-Raouf Kone,2,0,0,4,0,0,6,,,499
Ivory Coast,CIV,34446,Mohamed Habib Baba Traore,2,0,0,4,0,0,6,,,499
Kosovo,KSV,33890,Shpendi Deva,2,2,0,2,0,0,6,,,499
Macau,MAC,35464,Shuhe Shen,2,2,0,1,1,0,6,,,499
Pakistan,PAK,33471,Hashir Naimat,3,1,0,2,0,0,6,,,499
Republic of Moldova,MDA,34424,Laura Șestacov,4,0,0,2,0,0,6,,,499
Tunisia,TUN,34924,Yassine Boumiza,1,1,0,4,0,0,6,,,499
Uruguay,URY,35300,Federico Méndez,4,0,0,2,0,0,6,,,499
Costa Rica,CRI,35033,Sofia Rojas Cordero,3,0,0,2,0,0,5,,,510
Costa Rica,CRI,34140,Beatriz Sancho Chaves,2,0,0,3,0,0,5,,,510
Ecuador,ECU,35181,Denny Liu,3,0,0,2,0,0,5,,,510
Iceland,ISL,35059,Jóakim Uni Arnaldarson,2,1,0,2,0,0,5,,,510
Kenya,KEN,34495,Gilbert Amani Ongoro,3,0,0,2,0,0,5,,,510
Kosovo,KSV,34883,Besnik Haziri,1,3,0,1,0,0,5,,,510
Latvia,LVA,35368,Vsevolods Ščadilovs,3,0,0,2,0,0,5,,,510
Myanmar,MMR,35020,Swan Htet Nay Khaing,4,0,0,1,0,0,5,,,510
Myanmar,MMR,35021,Swan Htet Naing,2,0,0,3,0,0,5,,,510
North Macedonia,MKD,33607,Branko Jangelovski,0,1,0,4,0,0,5,,,510
Palestine,PSE,35357,Adham Salman,2,0,0,3,0,0,5,,,510
Puerto Rico,PRI,35360,Summer Chen Lu,4,0,0,1,0,0,5,,,510
Qatar,QAT,35495,Osama Anas A. Aridi,3,0,0,2,0,0,5,,,510
Republic of Moldova,MDA,35049,Alexandru Bordei,5,0,0,0,0,0,5,,,510
Tunisia,TUN,34923,Mohamed Raed Lakhdar,3,0,0,2,0,0,5,,,510
United Arab Emirates,UAE,35555,Ziana Singh,3,0,0,2,0,0,5,,,510
Algeria,ALG,35102,Chouaib Abderrahim Khebabza,3,0,0,1,0,0,4,,,526
Chile,CHI,35001,Sofía Cornejo,2,0,0,2,0,0,4,,,526
Costa Rica,CRI,34999,Dylan Laguna Arias,2,0,0,2,0,0,4,,,526
Costa Rica,CRI,35003,Andres Sancho Fonseca,2,0,0,1,1,0,4,,,526
Costa Rica,CRI,35064,Kailash Siddharth,0,1,0,3,0,0,4,,,526
Dominican Republic,DOM,33970,Wilfrin Vizcaíno Peña,0,0,0,4,0,0,4,,,526
Ecuador,ECU,34932,Ricardo De Blas,1,0,0,2,1,0,4,,,526
Ecuador,ECU,35032,Luis Zavala,2,0,0,2,0,0,4,,,526
Honduras,HND,35392,Edgar Moises Figueroa Rosa,2,0,0,2,0,0,4,,,526
Iceland,ISL,35061,Tómas Friðrik Þorbjörnsson,4,0,0,0,0,0,4,,,526
Kenya,KEN,34963,Deon Jones Njoroge Karanja,2,0,0,2,0,0,4,,,526
Kenya,KEN,34961,Angelo Paul Opiyo,2,0,0,2,0,0,4,,,526
Kosovo,KSV,33893,Ajan Hajrullahu,2,2,0,0,0,0,4,,,526
Kosovo,KSV,34885,Parid Haxholli,1,0,0,3,0,0,4,,,526
Montenegro,MNE,34993,Viktor Radević,3,0,0,0,1,0,4,,,526
Montenegro,MNE,34994,Aleksa Radulović,2,0,0,2,0,0,4,,,526
Nepal,NPL,35201,Aashish Mishra,0,0,0,4,0,0,4,,,526
Pakistan,PAK,33473,Muhammad Ammar,2,0,0,2,0,0,4,,,526
Paraguay,PAR,35143,Stefany Fiorella Velázquez Ferreira,3,1,0,0,0,0,4,,,526
Philippines,PHI,35284,Nathan Gabriel Neria,2,0,0,2,0,0,4,,,526
Sweden,SWE,35076,Vladyslav Levchenko,2,0,1,1,0,0,4,,,526
Tajikistan,TJK,34863,Sanjar Rashidov,2,0,0,2,0,0,4,,,526
Uruguay,URY,35302,Rafael Trapani,2,0,0,2,0,0,4,,,526
Albania,ALB,34982,Sigi Zalla,2,0,0,1,0,0,3,,,549
Bolivia,BOL,34313,Víctor Humberto Soliz Divensty,3,0,0,0,0,0,3,,,549
Dominican Republic,DOM,34867,Baldwin Huang,2,0,0,1,0,0,3,,,549
Dominican Republic,DOM,34869,Ananda Maria Vélez Pérez,3,0,0,0,0,0,3,,,549
Ecuador,ECU,34220,Roberto Valverde,2,0,0,1,0,0,3,,,549
Iceland,ISL,34271,Álfrún Haraldsdóttir,3,0,0,0,0,0,3,,,549
Kenya,KEN,34959,Shawn Kimutai Tanui,3,0,0,0,0,0,3,,,549
Kosovo,KSV,34884,Lyron Celina,1,2,0,0,0,0,3,,,549
Myanmar,MMR,34001,Aung Nyan Zaw,2,0,0,1,0,0,3,,,549
Nepal,NPL,35192,Naman Maheshwari,1,0,0,2,0,0,3,,,549
Puerto Rico,PRI,35361,Lucas Carlo,2,0,0,1,0,0,3,,,549
Rwanda,RWA,35119,Samson Musisi,3,0,0,0,0,0,3,,,549
Bhutan,BTN,35229,Pema Tenzin,0,0,0,2,0,0,2,,,561
Botswana,BWA,35534,Haonan Liu,2,0,0,0,0,0,2,,,561
Botswana,BWA,35522,Vishal Shiva Reddy,2,0,0,0,0,0,2,,,561
Chile,CHI,35000,Lucas Gutierrez,1,1,0,0,0,0,2,,,561
Chile,CHI,35002,Carlos Velasquez,0,0,0,2,0,0,2,,,561
Ecuador,ECU,34221,Martin Peñaherrera Freire,2,0,0,0,0,0,2,,,561
Ghana,GHA,34164,Joel Boateng-Yamoah,2,0,0,0,0,0,2,,,561
Honduras,HND,35391,Daniel Owen Cao Dai,2,0,0,0,0,0,2,,,561
Honduras,HND,35389,Daniel Alejandro Miranda Acosta,0,0,0,2,0,0,2,,,561
Ivory Coast,CIV,34445,Kouame Christ Elfried Carlos Yao,2,0,0,0,0,0,2,,,561
Montenegro,MNE,34992,Majra Kasumović,2,0,0,0,0,0,2,,,561
Montenegro,MNE,34996,Aleksandar Rnković,0,0,0,2,0,0,2,,,561
Myanmar,MMR,35019,Nyan Phone Win,1,0,0,1,0,0,2,,,561
Namibia,NAM,34957,Roland Ndjamba,2,0,0,0,0,0,2,,,561
Nepal,NPL,35200,Aayush Thagunna,2,0,0,0,0,0,2,,,561
Republic of Moldova,MDA,35050,Daniel Gurschi,2,0,0,0,0,0,2,,,561
Rwanda,RWA,35125,Pascal Junior Hirwa Ngeze,2,0,0,0,0,0,2,,,561
Syria,SYR,35332,Abdullah Abu Safi,0,0,1,1,0,0,2,,,561
Tunisia,TUN,34922,Abdennour Barhoumi,0,0,0,2,0,0,2,,,561
Uganda,UGA,34849,Lucille Nalweyiso Kamya,1,1,0,0,0,0,2,,,561
Uganda,UGA,34845,Aaron Kakembo Lule,2,0,0,0,0,0,2,,,561
Uganda,UGA,34847,Jayden Osago Mukisa,1,0,0,1,0,0,2,,,561
Algeria,ALG,35111,Nadjemddine Chiaoui,1,0,0,0,0,0,1,,,583
Bhutan,BTN,34677,Pema Ugyen Dendup,0,0,0,1,0,0,1,,,583
Bhutan,BTN,35239,Rinchen Pelzang,1,0,0,0,0,0,1,,,583
Bolivia,BOL,34904,Abigail Rodríguez Medina,0,0,0,1,0,0,1,,,583
Cambodia,KHM,34987,Panhavorn Lan,0,1,0,0,0,0,1,,,583
Cyprus,CYP,35432,Anna Rouva,0,1,0,0,0,0,1,,,583
Iraq,IRQ,34791,Rand Ranj Adil Bani,0,0,0,1,0,0,1,,,583
Ivory Coast,CIV,34444,Kouassi Noah Kevin Ekue,0,1,0,0,0,0,1,,,583
Ivory Coast,CIV,34467,Anne Jemima Akissi N'guessan,1,0,0,0,0,0,1,,,583
Montenegro,MNE,34995,Dušan Reljić,0,0,0,1,0,0,1,,,583
Qatar,QAT,35506,Majid Al-Malki,1,0,0,0,0,0,1,,,583
Qatar,QAT,35507,Mohammed Al-Obaidli,0,0,0,0,1,0,1,,,583
Qatar,QAT,35496,Abduallah Becetti,0,1,0,0,0,0,1,,,583
Sri Lanka,LKA,35246,Thenura Dilruk Wickramaratna,0,0,0,1,0,0,1,,,583
United Arab Emirates,UAE,35559,Saeed Hamad Sultan Alkharm Alketbi,0,0,0,1,0,0,1,,,583
Albania,ALB,34970,Orest Sherko,0,0,0,0,0,0,0,,,598
Bhutan,BTN,35237,Tenzin Rabjay,0,0,0,0,0,0,0,,,598
Bhutan,BTN,35242,Nidup Pema Yangden,0,0,0,0,0,0,0,,,598
Bhutan,BTN,35241,Jigme Dawa Zangmo,0,0,0,0,0,0,0,,,598
Botswana,BWA,35536,Chenyi Bi,0,0,0,0,0,0,0,,,598
Botswana,BWA,33378,Sania Shajan Chittilappilly,0,0,0,0,0,0,0,,,598
